ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-02-13 09:07:39,1.0,0.9999999987361676,1.0000000012515167,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:09:14,1.0,0.9999999986563034,1.000000001285871,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:10:10,1.0,0.9999999986998254,1.000000001287835,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:11:29,1.0,0.9999999987170239,1.0000000012590655,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:14:18,1.0,0.9999999987130311,1.0000000013160057,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:14:58,1.0,0.9999999986816657,1.00000000133693,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:16:00,1.0,0.9999999986539013,1.000000001233621,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:17:01,1.0,0.9999999986728907,1.0000000011836303,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:18:27,1.0,0.9999999988089264,1.000000001249447,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:21:32,1.0,0.9999999987644906,1.0000000012233408,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:24:53,1.0,0.9999999987944044,1.000000001211964,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:26:35,1.0,0.9999999987122912,1.0000000013199577,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:26:38,1.0,0.999999998648295,1.0000000012596113,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:27:44,1.0,0.999999998716751,1.000000001224912,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:28:13,1.0,0.9999999986921577,1.0000000013494668,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:30:30,1.0,0.9999999987218747,1.0000000012472015,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:30:52,1.0,0.9999999986083697,1.00000000123916,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:36:17,1.0,0.9999999988000183,1.000000001194665,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:36:51,1.0,0.9999999987582605,1.0000000012184764,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:38:32,1.0,0.9999999988013103,1.0000000013931087,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:44:12,1.0,0.9999999987905808,1.0000000012909844,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:49:23,1.0,0.9999999988245504,1.0000000011727106,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:50:50,1.0,0.999999998727664,1.0000000011902723,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:51:12,1.0,0.9999999987521926,1.000000001221217,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:51:23,1.0,0.9999999987366278,1.0000000012826094,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:52:05,1.0,0.9999999986202595,1.0000000012844752,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:52:25,1.0,0.9999999987100749,1.0000000012247787,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:53:58,1.0,0.999999998670541,1.0000000012288046,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:57:30,1.0,0.999999998733851,1.0000000012733619,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 09:57:42,1.0,0.9999999987364011,1.0000000013362382,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 10:11:57,1.0,0.9999999986680252,1.0000000012680135,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 10:15:31,1.0,0.9999999987725615,1.0000000012787933,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 10:20:36,1.0,0.9999999987095641,1.0000000013937487,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 10:23:31,1.0,0.9999999988034982,1.0000000012009091,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 10:24:45,1.0,0.999999998663566,1.0000000011974648,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 10:29:27,1.0,0.9999999987265147,1.0000000012846226,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 10:30:50,1.0,0.9999999987108606,1.0000000012181753,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-13 10:33:16,1.0,0.999999998826267,1.0000000013949424,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
