ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2024-02-26 10:17:28,1.0,0.999999998745368,1.0000000012119663,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:20:49,1.0,0.9999999987321025,1.0000000012664725,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:21:01,1.0,0.9999999986793432,1.0000000012708157,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:21:13,1.0,0.9999999986611876,1.0000000012837158,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:24:23,1.0,0.9999999987815648,1.0000000013603632,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:25:23,1.0,0.9999999986621094,1.0000000011881764,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:27:04,1.0,0.9999999986198052,1.0000000013037855,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:28:06,1.0,0.9999999987353781,1.0000000013321566,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:28:21,1.0,0.9999999986287208,1.0000000013796284,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:29:00,1.0,0.9999999987201053,1.0000000012482644,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:32:17,1.0,0.9999999987042189,1.0000000012519499,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:37:28,1.0,0.9999999986185439,1.000000001244698,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:37:29,1.0,0.9999999987902769,1.0000000012209491,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:40:38,1.0,0.9999999986683648,1.0000000012163162,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:42:17,1.0,0.999999998679308,1.0000000013406396,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:45:35,1.0,0.9999999986423659,1.0000000012282328,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:49:49,1.0,0.9999999987407083,1.0000000011946355,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:50:46,1.0,0.9999999986749488,1.0000000011836114,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 10:51:01,1.0,0.9999999986294675,1.0000000012873604,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:02:26,1.0,0.9999999987667659,1.0000000013714918,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:04:24,1.0,0.9999999988226815,1.0000000013907009,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:07:40,1.0,0.9999999986789271,1.0000000012236372,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:14:05,1.0,0.9999999987041497,1.0000000012475794,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:18:42,1.0,0.9999999987138286,1.000000001350171,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:23:51,1.0,0.9999999986661501,1.0000000012384622,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:23:55,1.0,0.999999998639148,1.000000001308717,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:27:03,1.0,0.9999999986025943,1.0000000013440105,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:28:18,1.0,0.9999999987049074,1.000000001267027,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:31:00,1.0,0.9999999987166533,1.0000000013940147,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:31:44,1.0,0.9999999987944362,1.0000000012815582,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:34:34,1.0,0.999999998824293,1.0000000013012533,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:38:43,1.0,0.9999999986894933,1.0000000012756067,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:39:40,1.0,0.999999998728171,1.0000000012988108,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:40:39,1.0,0.9999999987354601,1.0000000012534402,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:44:01,1.0,0.9999999987725048,1.0000000013761772,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:44:17,1.0,0.9999999987806225,1.0000000012513084,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:47:01,1.0,0.9999999987301327,1.0000000012010042,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:47:49,1.0,0.9999999986622458,1.0000000012264327,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:48:08,1.0,0.9999999986963464,1.0000000012157804,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:49:07,1.0,0.9999999986991672,1.000000001232604,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:51:48,1.0,0.9999999986948812,1.000000001190286,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:53:15,1.0,0.9999999988008493,1.0000000012265193,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 11:57:39,1.0,0.9999999986817208,1.0000000011938839,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 12:02:49,1.0,0.9999999987718301,1.00000000117663,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 12:05:42,1.0,0.9999999986909005,1.0000000012083925,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 12:07:34,1.0,0.9999999986666432,1.000000001222207,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 12:08:22,1.0,0.9999999986675705,1.000000001339651,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 12:08:50,1.0,0.9999999987455427,1.0000000013302512,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 12:29:50,1.0,0.9999999986042675,1.00000000114557,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 12:30:46,1.0,0.9999999986693823,1.0000000012599901,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 12:34:18,1.0,0.9999999986356465,1.000000001339821,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 12:43:31,1.0,0.9999999987298763,1.0000000013008423,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 12:45:41,1.0,0.9999999987381791,1.00000000131915,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 12:45:52,1.0,0.9999999987034998,1.0000000011082255,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 12:49:57,1.0,0.9999999987086785,1.0000000013176524,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 12:51:23,1.0,0.9999999988261132,1.0000000012834445,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 12:57:17,1.0,0.9999999986591018,1.0000000013149162,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 12:57:40,1.0,0.999999998591173,1.0000000013407115,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:06:00,1.0,0.9999999988491592,1.0000000013023103,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:06:55,1.0,0.9999999987604233,1.0000000013627968,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:15:09,1.0,0.9999999987671794,1.000000001333485,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:15:59,1.0,0.999999998604116,1.0000000012394,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:17:31,1.0,0.9999999987095747,1.0000000012702903,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:21:00,1.0,0.9999999987314656,1.0000000013183423,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:21:10,1.0,0.9999999986622392,1.000000001298986,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:21:58,1.0,0.9999999987598723,1.0000000013233379,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:22:33,1.0,0.9999999986979892,1.000000001244755,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:28:31,1.0,0.99999999873594,1.0000000013420178,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:28:48,1.0,0.9999999987700684,1.0000000012611463,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:29:53,1.0,0.9999999986412295,1.0000000012663768,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:30:31,1.0,0.9999999986898683,1.0000000012723993,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:35:28,1.0,0.9999999987789677,1.0000000013246202,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:39:09,1.0,0.9999999987525454,1.0000000012708876,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:40:48,1.0,0.9999999987705265,1.0000000012503094,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:46:00,1.0,0.9999999987302387,1.0000000012208734,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:51:15,1.0,0.9999999987118137,1.0000000013417785,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:52:04,1.0,0.9999999987307074,1.000000001191589,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:52:51,1.0,0.9999999987482602,1.000000001236732,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:54:10,1.0,0.9999999987264843,1.0000000012931591,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:55:42,1.0,0.9999999987920569,1.0000000012542654,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 13:58:37,1.0,0.9999999986876039,1.0000000011734131,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:01:20,1.0,0.999999998664376,1.0000000013389838,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:03:52,1.0,0.9999999986453295,1.000000001315432,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:03:56,1.0,0.9999999987804374,1.0000000013631525,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:05:19,1.0,0.9999999987000794,1.0000000013055443,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:15:16,1.0,0.9999999987729069,1.000000001256658,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:16:16,1.0,0.9999999987398915,1.0000000012356332,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:17:12,1.0,0.9999999986863418,1.000000001321747,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:18:28,1.0,0.99999999869636,1.0000000012321406,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:23:43,1.0,0.9999999987091496,1.0000000013658492,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:30:08,1.0,0.9999999987148388,1.0000000013439845,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:30:40,1.0,0.9999999987487519,1.0000000012515,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:31:04,1.0,0.9999999987369403,1.000000001303807,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:33:05,1.0,0.9999999986842999,1.0000000012389907,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:35:19,1.0,0.9999999986845923,1.0000000012606511,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:35:57,1.0,0.9999999987885102,1.0000000013231949,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:38:25,1.0,0.9999999987450536,1.0000000013180668,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:40:22,1.0,0.9999999988397402,1.0000000013248878,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:41:02,1.0,0.9999999987394212,1.000000001254618,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:41:06,1.0,0.9999999987509713,1.0000000013263792,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:42:57,1.0,0.9999999987612277,1.0000000012353676,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:53:28,1.0,0.9999999985579677,1.0000000013608135,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:54:37,1.0,0.9999999986848742,1.0000000011876504,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:54:46,1.0,0.9999999987491105,1.00000000131304,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:55:18,1.0,0.9999999987173431,1.0000000012797523,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:55:43,1.0,0.9999999987784843,1.0000000013958483,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 14:59:15,1.0,0.9999999987306979,1.0000000013483654,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:01:52,1.0,0.9999999987167474,1.0000000013800832,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:04:16,1.0,0.9999999986839581,1.000000001300789,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:06:29,1.0,0.9999999987010626,1.0000000012772121,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:13:12,1.0,0.9999999987736929,1.0000000013113803,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:18:26,1.0,0.999999998722175,1.000000001284525,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:22:25,1.0,0.9999999986388897,1.0000000013762127,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:24:49,1.0,0.9999999988087546,1.0000000012154462,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:24:55,1.0,0.9999999986570296,1.0000000013044088,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:25:01,1.0,0.9999999987346472,1.0000000013804777,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:28:36,1.0,0.9999999986791097,1.000000001201404,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:28:43,1.0,0.9999999987953461,1.0000000012768582,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:28:52,1.0,0.9999999986750451,1.0000000012999113,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:29:03,1.0,0.999999998629059,1.0000000012411643,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:29:48,1.0,0.9999999986788132,1.0000000013167,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:32:28,1.0,0.999999998636182,1.0000000011554118,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:35:40,1.0,0.9999999986968141,1.000000001369948,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:36:14,1.0,0.9999999987494107,1.000000001193545,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:37:19,1.0,0.9999999986635041,1.000000001294052,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:40:25,1.0,0.9999999987633441,1.0000000012648178,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:42:13,1.0,0.9999999986267601,1.0000000012677124,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:42:43,1.0,0.9999999987451226,1.0000000012745975,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:46:03,1.0,0.9999999986934105,1.0000000012884247,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:46:17,1.0,0.9999999987539325,1.0000000013058796,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:47:21,1.0,0.9999999986809426,1.000000001358295,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 15:57:44,1.0,0.999999998692872,1.000000001320263,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:01:36,1.0,0.9999999986438276,1.0000000011829469,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:06:33,1.0,0.9999999987093146,1.0000000014626256,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:09:52,1.0,0.9999999987433091,1.0000000012526216,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:10:55,1.0,0.9999999988001939,1.000000001309521,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:12:58,1.0,0.9999999987735496,1.0000000012274919,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:15:29,1.0,0.999999998661971,1.0000000013550818,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:17:50,1.0,0.9999999987648588,1.00000000134704,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:22:15,1.0,0.9999999987527439,1.000000001420528,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:22:32,1.0,0.9999999986719126,1.0000000013151453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:24:36,1.0,0.9999999987281697,1.0000000011136525,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:27:42,1.0,0.9999999987122132,1.0000000013801482,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:28:01,1.0,0.9999999987449472,1.0000000013287031,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:36:09,1.0,0.9999999986792892,1.0000000012405044,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:38:22,1.0,0.9999999987285804,1.0000000013326389,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:39:55,1.0,0.999999998759965,1.0000000012965453,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:40:19,1.0,0.9999999987514264,1.0000000012651962,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:48:04,1.0,0.9999999986454274,1.0000000012312396,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:48:18,1.0,0.9999999986857478,1.0000000012688375,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:50:36,1.0,0.9999999986998503,1.0000000012557613,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:56:12,1.0,0.9999999987003108,1.0000000012727,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 16:58:13,1.0,0.9999999987452786,1.0000000012348265,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 17:00:20,1.0,0.9999999987171488,1.0000000013019836,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 17:02:47,1.0,0.9999999987742222,1.0000000012989751,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 17:05:51,1.0,0.9999999987684999,1.0000000013002686,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 17:06:23,1.0,0.9999999987265298,1.0000000012757173,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 17:08:57,1.0,0.9999999986578573,1.0000000012383166,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 17:12:42,1.0,0.9999999987633634,1.000000001304571,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 17:12:54,1.0,0.9999999987001852,1.0000000012709456,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 17:13:22,1.0,0.9999999987418781,1.0000000012144818,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 17:13:30,1.0,0.999999998710148,1.0000000012551824,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 17:27:57,1.0,0.9999999987676856,1.000000001230061,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 17:28:07,1.0,0.9999999987223347,1.0000000013270935,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 17:33:24,1.0,0.9999999987533378,1.00000000126388,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 17:37:41,1.0,0.9999999987802252,1.0000000013759456,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 17:37:43,1.0,0.9999999987325046,1.0000000013365584,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2024-02-26 17:43:05,1.0,0.9999999987323422,1.0000000012878196,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
